Test Date Time,22--10--19--09:47:43
Frame Grabbed,1005
FPS,999.916673610532
LED Left,2.69,LED Right,2.69
Time To Test,0.000

Frame No.,X(um),Y(um),Z(um),TX(min),TY(min),TZ(min),,N1 X,N1 Y,N2 X,N2 Y,W1 X,W1 Y, W2 X, W2 Y,S1 X,S1 Y,S2 X,S2 Y,E1 X,E1 Y,E2 X,E2 Y,tN1 X,tN1 Y,tN2 X,tN2 Y,tS1 X,tS1 Y,tS2 X,tS2 Y
86,-0.08,0.06,0.27,0.12,-0.19,-0.16,,587.4663,54.6827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3477,51.7787,0.0000,0.0000,421.3705,221.5028,0.0000,0.0000,590.1537,282.6936,0.0000,0.0000,260.6635,277.1111,0.0000,0.0000,
87,-0.08,0.12,0.24,0.24,0.20,0.03,,587.4632,54.6976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3642,51.7761,0.0000,0.0000,421.3593,221.5023,0.0000,0.0000,590.1464,282.6883,0.0000,0.0000,260.6603,277.1233,0.0000,0.0000,
88,-0.14,-0.02,0.07,0.05,0.02,-0.11,,587.4523,54.6934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3489,51.7768,0.0000,0.0000,421.3702,221.5112,0.0000,0.0000,590.1540,282.6861,0.0000,0.0000,260.6675,277.1078,0.0000,0.0000,
89,-0.09,0.06,0.20,0.03,-0.05,0.01,,587.4697,54.6836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3547,51.7796,0.0000,0.0000,421.3626,221.5093,0.0000,0.0000,590.1541,282.6858,0.0000,0.0000,260.6538,277.1189,0.0000,0.0000,
90,0.02,0.07,0.14,-0.01,0.17,-0.01,,587.4659,54.6952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3506,51.7731,0.0000,0.0000,421.3504,221.5138,0.0000,0.0000,590.1421,282.6868,0.0000,0.0000,260.6537,277.1183,0.0000,0.0000,
91,0.03,0.01,0.02,0.05,-0.16,-0.12,,587.4626,54.6905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3559,51.7869,0.0000,0.0000,421.3649,221.5149,0.0000,0.0000,590.1548,282.6883,0.0000,0.0000,260.6461,277.1090,0.0000,0.0000,
92,0.08,0.06,0.34,0.08,-0.06,-0.09,,587.4544,54.6810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3412,51.7712,0.0000,0.0000,421.3603,221.5003,0.0000,0.0000,590.1347,282.6901,0.0000,0.0000,260.6578,277.1139,0.0000,0.0000,
93,0.03,0.06,0.17,-0.14,0.06,-0.04,,587.4608,54.6871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3644,51.7711,0.0000,0.0000,421.3583,221.5166,0.0000,0.0000,590.1368,282.6877,0.0000,0.0000,260.6595,277.1163,0.0000,0.0000,
94,-0.16,0.04,0.13,-0.03,0.36,0.00,,587.4527,54.7003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3627,51.7655,0.0000,0.0000,421.3630,221.5140,0.0000,0.0000,590.1562,282.6841,0.0000,0.0000,260.6609,277.1169,0.0000,0.0000,
95,-0.02,-0.02,0.14,0.13,0.05,-0.05,,587.4626,54.6912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3462,51.7759,0.0000,0.0000,421.3595,221.5048,0.0000,0.0000,590.1396,282.6829,0.0000,0.0000,260.6634,277.1110,0.0000,0.0000,
96,-0.04,0.01,0.16,0.14,0.00,-0.01,,587.4570,54.6888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3538,51.7794,0.0000,0.0000,421.3756,221.5054,0.0000,0.0000,590.1484,282.6835,0.0000,0.0000,260.6551,277.1146,0.0000,0.0000,
97,-0.03,0.02,0.16,0.13,0.00,-0.13,,587.4709,54.6921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3486,51.7758,0.0000,0.0000,421.3682,221.5056,0.0000,0.0000,590.1519,282.6892,0.0000,0.0000,260.6567,277.1094,0.0000,0.0000,
98,0.01,-0.03,0.12,0.10,0.12,0.00,,587.4604,54.6923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3507,51.7750,0.0000,0.0000,421.3552,221.5069,0.0000,0.0000,590.1379,282.6800,0.0000,0.0000,260.6591,277.1124,0.0000,0.0000,
99,0.01,-0.06,0.07,-0.02,0.21,0.01,,587.4604,54.6938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3617,51.7709,0.0000,0.0000,421.3669,221.5126,0.0000,0.0000,590.1448,282.6778,0.0000,0.0000,260.6510,277.1116,0.0000,0.0000,
100,-0.20,0.03,0.14,0.16,0.09,0.05,,587.4698,54.6924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3513,51.7802,0.0000,0.0000,421.3713,221.5064,0.0000,0.0000,590.1562,282.6816,0.0000,0.0000,260.6637,277.1192,0.0000,0.0000,
101,-0.11,0.00,0.10,0.01,-0.08,-0.15,,587.4682,54.6896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3600,51.7777,0.0000,0.0000,421.3696,221.5124,0.0000,0.0000,590.1605,282.6892,0.0000,0.0000,260.6599,277.1072,0.0000,0.0000,
102,0.02,0.11,0.10,0.05,0.00,-0.09,,587.4643,54.6959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3581,51.7822,0.0000,0.0000,421.3686,221.5152,0.0000,0.0000,590.1462,282.6931,0.0000,0.0000,260.6537,277.1171,0.0000,0.0000,
103,-0.07,0.01,0.06,0.01,-0.05,-0.07,,587.4604,54.6905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3590,51.7815,0.0000,0.0000,421.3598,221.5147,0.0000,0.0000,590.1560,282.6861,0.0000,0.0000,260.6541,277.1119,0.0000,0.0000,
104,-0.08,0.08,0.26,-0.08,0.07,-0.02,,587.4675,54.6845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3422,51.7698,0.0000,0.0000,421.3778,221.5109,0.0000,0.0000,590.1450,282.6881,0.0000,0.0000,260.6644,277.1189,0.0000,0.0000,
105,-0.20,-0.01,0.18,-0.01,0.05,-0.07,,587.4727,54.6872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3510,51.7706,0.0000,0.0000,421.3619,221.5086,0.0000,0.0000,590.1642,282.6849,0.0000,0.0000,260.6627,277.1105,0.0000,0.0000,
106,-0.13,0.13,0.30,-0.01,0.00,0.07,,587.4642,54.6813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3584,51.7766,0.0000,0.0000,421.3564,221.5086,0.0000,0.0000,590.1499,282.6874,0.0000,0.0000,260.6606,277.1262,0.0000,0.0000,
107,-0.03,-0.05,0.05,-0.14,0.19,0.11,,587.4555,54.6893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3522,51.7728,0.0000,0.0000,421.3636,221.5182,0.0000,0.0000,590.1447,282.6739,0.0000,0.0000,260.6509,277.1164,0.0000,0.0000,
108,-0.13,0.02,0.00,-0.08,0.07,0.13,,587.4565,54.6901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3509,51.7841,0.0000,0.0000,421.3665,221.5211,0.0000,0.0000,590.1589,282.6772,0.0000,0.0000,260.6481,277.1218,0.0000,0.0000,
109,0.02,-0.03,-0.04,0.07,0.19,-0.11,,587.4576,54.7055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3462,51.7760,0.0000,0.0000,421.3482,221.5157,0.0000,0.0000,590.1487,282.6854,0.0000,0.0000,260.6526,277.1069,0.0000,0.0000,
110,-0.05,-0.08,0.10,0.16,0.00,-0.03,,587.4624,54.6892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3534,51.7790,0.0000,0.0000,421.3731,221.5039,0.0000,0.0000,590.1516,282.6787,0.0000,0.0000,260.6543,277.1084,0.0000,0.0000,
111,-0.04,0.13,0.32,0.05,0.09,0.03,,587.4567,54.6857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3396,51.7724,0.0000,0.0000,421.3519,221.5056,0.0000,0.0000,590.1423,282.6887,0.0000,0.0000,260.6581,277.1244,0.0000,0.0000,
112,-0.21,-0.07,0.12,0.07,0.34,0.09,,587.4610,54.6952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3429,51.7671,0.0000,0.0000,421.3626,221.5061,0.0000,0.0000,590.1530,282.6731,0.0000,0.0000,260.6655,277.1144,0.0000,0.0000,
113,0.01,0.04,0.25,0.05,0.27,0.03,,587.4630,54.6925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3608,51.7658,0.0000,0.0000,421.3704,221.5055,0.0000,0.0000,590.1460,282.6835,0.0000,0.0000,260.6491,277.1185,0.0000,0.0000,
114,0.05,-0.01,0.19,0.03,-0.02,-0.09,,587.4523,54.6856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3612,51.7734,0.0000,0.0000,421.3801,221.5070,0.0000,0.0000,590.1430,282.6858,0.0000,0.0000,260.6529,277.1099,0.0000,0.0000,
115,-0.02,0.01,0.00,-0.02,-0.05,-0.11,,587.4645,54.6937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3512,51.7823,0.0000,0.0000,421.3644,221.5185,0.0000,0.0000,590.1500,282.6879,0.0000,0.0000,260.6569,277.1095,0.0000,0.0000,
116,-0.27,-0.01,0.05,0.20,0.26,0.16,,587.4625,54.6993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3569,51.7811,0.0000,0.0000,421.3603,221.5075,0.0000,0.0000,590.1643,282.6737,0.0000,0.0000,260.6583,277.1211,0.0000,0.0000,
117,-0.10,0.10,0.27,-0.17,0.22,-0.03,,587.4537,54.6887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3595,51.7621,0.0000,0.0000,421.3636,221.5147,0.0000,0.0000,590.1481,282.6898,0.0000,0.0000,260.6646,277.1194,0.0000,0.0000,
118,-0.18,0.05,0.17,0.13,0.24,-0.03,,587.4576,54.6988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3505,51.7708,0.0000,0.0000,421.3678,221.5066,0.0000,0.0000,590.1569,282.6865,0.0000,0.0000,260.6654,277.1158,0.0000,0.0000,
119,-0.10,-0.05,-0.04,-0.09,0.04,-0.01,,587.4654,54.6922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3569,51.7805,0.0000,0.0000,421.3765,221.5206,0.0000,0.0000,590.1485,282.6791,0.0000,0.0000,260.6626,277.1111,0.0000,0.0000,
120,-0.13,0.09,0.14,0.03,0.00,0.09,,587.4610,54.6873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3537,51.7843,0.0000,0.0000,421.3789,221.5133,0.0000,0.0000,590.1448,282.6831,0.0000,0.0000,260.6634,277.1246,0.0000,0.0000,
121,-0.09,0.04,0.18,0.24,0.04,-0.03,,587.4655,54.6931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3505,51.7799,0.0000,0.0000,421.3772,221.5020,0.0000,0.0000,590.1493,282.6861,0.0000,0.0000,260.6620,277.1154,0.0000,0.0000,
122,-0.05,0.05,0.31,0.16,0.26,0.00,,587.4549,54.6925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3589,51.7648,0.0000,0.0000,421.3720,221.4984,0.0000,0.0000,590.1434,282.6848,0.0000,0.0000,260.6604,277.1178,0.0000,0.0000,
123,0.05,-0.06,0.11,0.18,0.01,-0.06,,587.4673,54.6914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3601,51.7784,0.0000,0.0000,421.3607,221.5035,0.0000,0.0000,590.1346,282.6810,0.0000,0.0000,260.6597,277.1083,0.0000,0.0000,
124,-0.10,0.05,0.20,-0.04,0.08,-0.02,,587.4600,54.6878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3527,51.7718,0.0000,0.0000,421.3695,221.5114,0.0000,0.0000,590.1536,282.6859,0.0000,0.0000,260.6574,277.1165,0.0000,0.0000,
125,-0.03,-0.05,0.02,0.12,0.12,-0.08,,587.4643,54.6993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3551,51.7768,0.0000,0.0000,421.3576,221.5103,0.0000,0.0000,590.1434,282.6826,0.0000,0.0000,260.6627,277.1072,0.0000,0.0000,
126,-0.10,-0.08,0.01,0.16,-0.02,0.04,,587.4681,54.6907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3574,51.7860,0.0000,0.0000,421.3710,221.5080,0.0000,0.0000,590.1495,282.6751,0.0000,0.0000,260.6589,277.1114,0.0000,0.0000,
127,0.01,0.04,0.22,0.10,0.09,-0.14,,587.4589,54.6933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3577,51.7694,0.0000,0.0000,421.3618,221.5049,0.0000,0.0000,590.1572,282.6915,0.0000,0.0000,260.6477,277.1103,0.0000,0.0000,
128,0.00,0.07,0.29,0.21,0.01,-0.01,,587.4518,54.6869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3402,51.7769,0.0000,0.0000,421.3527,221.4988,0.0000,0.0000,590.1413,282.6868,0.0000,0.0000,260.6569,277.1185,0.0000,0.0000,
129,0.16,0.10,0.20,0.26,0.06,-0.15,,587.4722,54.6997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3548,51.7775,0.0000,0.0000,421.3552,221.5025,0.0000,0.0000,590.1341,282.6958,0.0000,0.0000,260.6518,277.1140,0.0000,0.0000,
130,-0.20,0.11,0.31,-0.04,0.06,-0.12,,587.4561,54.6872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3470,51.7668,0.0000,0.0000,421.3558,221.5085,0.0000,0.0000,590.1611,282.6949,0.0000,0.0000,260.6684,277.1158,0.0000,0.0000,
131,0.09,0.05,0.08,-0.05,0.03,-0.15,,587.4542,54.6956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3656,51.7756,0.0000,0.0000,421.3534,221.5176,0.0000,0.0000,590.1478,282.6925,0.0000,0.0000,260.6473,277.1105,0.0000,0.0000,
132,0.04,0.07,0.24,0.17,0.06,-0.08,,587.4647,54.6920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3514,51.7744,0.0000,0.0000,421.3577,221.5024,0.0000,0.0000,590.1372,282.6898,0.0000,0.0000,260.6594,277.1152,0.0000,0.0000,
133,-0.03,-0.05,0.09,-0.14,0.34,0.11,,587.4685,54.6926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3531,51.7656,0.0000,0.0000,421.3685,221.5163,0.0000,0.0000,590.1450,282.6737,0.0000,0.0000,260.6499,277.1166,0.0000,0.0000,
134,0.13,0.06,0.15,-0.29,0.01,-0.05,,587.4547,54.6834,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3526,51.7707,0.0000,0.0000,421.3679,221.5230,0.0000,0.0000,590.1342,282.6884,0.0000,0.0000,260.6499,277.1157,0.0000,0.0000,
135,-0.16,0.01,0.18,0.06,0.09,0.14,,587.4668,54.6844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3618,51.7780,0.0000,0.0000,421.3626,221.5072,0.0000,0.0000,590.1487,282.6759,0.0000,0.0000,260.6613,277.1222,0.0000,0.0000,
136,-0.01,-0.01,0.22,0.12,-0.05,-0.05,,587.4540,54.6842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3556,51.7764,0.0000,0.0000,421.3602,221.5023,0.0000,0.0000,590.1534,282.6840,0.0000,0.0000,260.6483,277.1116,0.0000,0.0000,
137,-0.15,0.01,0.25,0.04,0.11,0.03,,587.4663,54.6852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3545,51.7703,0.0000,0.0000,421.3637,221.5044,0.0000,0.0000,590.1612,282.6815,0.0000,0.0000,260.6542,277.1167,0.0000,0.0000,
138,-0.10,-0.03,0.17,0.19,0.21,0.01,,587.4550,54.6949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3528,51.7712,0.0000,0.0000,421.3773,221.5011,0.0000,0.0000,590.1488,282.6797,0.0000,0.0000,260.6608,277.1132,0.0000,0.0000,
139,-0.11,0.00,0.08,0.06,0.00,-0.04,,587.4674,54.6911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3658,51.7801,0.0000,0.0000,421.3667,221.5114,0.0000,0.0000,590.1477,282.6837,0.0000,0.0000,260.6656,277.1129,0.0000,0.0000,
140,-0.10,0.08,0.09,0.00,0.14,-0.06,,587.4564,54.6987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3381,51.7758,0.0000,0.0000,421.3686,221.5165,0.0000,0.0000,590.1518,282.6901,0.0000,0.0000,260.6621,277.1165,0.0000,0.0000,
141,-0.04,-0.05,0.16,0.05,-0.12,-0.11,,587.4608,54.6829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3527,51.7764,0.0000,0.0000,421.3631,221.5060,0.0000,0.0000,590.1514,282.6842,0.0000,0.0000,260.6573,277.1057,0.0000,0.0000,
142,-0.08,-0.03,0.22,-0.04,-0.04,-0.02,,587.4653,54.6793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3559,51.7725,0.0000,0.0000,421.3681,221.5075,0.0000,0.0000,590.1528,282.6814,0.0000,0.0000,260.6562,277.1119,0.0000,0.0000,
143,0.06,-0.07,-0.02,-0.09,0.04,0.00,,587.4607,54.6899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3546,51.7788,0.0000,0.0000,421.3698,221.5189,0.0000,0.0000,590.1366,282.6771,0.0000,0.0000,260.6535,277.1101,0.0000,0.0000,
144,-0.04,0.08,0.13,-0.06,0.00,0.06,,587.4613,54.6865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3587,51.7817,0.0000,0.0000,421.3618,221.5169,0.0000,0.0000,590.1403,282.6843,0.0000,0.0000,260.6594,277.1225,0.0000,0.0000,
145,0.03,-0.05,0.06,0.03,0.13,-0.08,,587.4819,54.6957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3627,51.7725,0.0000,0.0000,421.3630,221.5113,0.0000,0.0000,590.1421,282.6825,0.0000,0.0000,260.6556,277.1077,0.0000,0.0000,
146,-0.12,0.01,0.31,-0.10,-0.06,-0.02,,587.4635,54.6742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3527,51.7690,0.0000,0.0000,421.3612,221.5063,0.0000,0.0000,590.1580,282.6840,0.0000,0.0000,260.6568,277.1141,0.0000,0.0000,
147,-0.10,0.01,0.02,0.11,0.31,0.11,,587.4579,54.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3492,51.7783,0.0000,0.0000,421.3808,221.5135,0.0000,0.0000,590.1506,282.6777,0.0000,0.0000,260.6534,277.1206,0.0000,0.0000,
148,-0.11,-0.02,0.13,0.12,0.05,-0.04,,587.4603,54.6916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3411,51.7763,0.0000,0.0000,421.3681,221.5062,0.0000,0.0000,590.1545,282.6829,0.0000,0.0000,260.6597,277.1110,0.0000,0.0000,
149,-0.21,-0.08,-0.02,0.18,0.05,0.09,,587.4584,54.6934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3549,51.7868,0.0000,0.0000,421.3667,221.5088,0.0000,0.0000,590.1545,282.6725,0.0000,0.0000,260.6650,277.1139,0.0000,0.0000,
150,0.11,-0.01,0.15,0.14,-0.28,-0.16,,587.4508,54.6824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3539,51.7848,0.0000,0.0000,421.3583,221.5048,0.0000,0.0000,590.1269,282.6886,0.0000,0.0000,260.6657,277.1064,0.0000,0.0000,
151,-0.05,0.03,0.20,0.18,0.06,-0.01,,587.4579,54.6908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3519,51.7771,0.0000,0.0000,421.3641,221.5026,0.0000,0.0000,590.1468,282.6845,0.0000,0.0000,260.6579,277.1156,0.0000,0.0000,
152,-0.10,0.02,0.01,0.06,0.16,-0.12,,587.4660,54.7037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3605,51.7759,0.0000,0.0000,421.3599,221.5154,0.0000,0.0000,590.1573,282.6888,0.0000,0.0000,260.6600,277.1100,0.0000,0.0000,
153,-0.04,0.09,0.09,0.13,0.12,-0.01,,587.4595,54.7002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3500,51.7815,0.0000,0.0000,421.3562,221.5122,0.0000,0.0000,590.1442,282.6886,0.0000,0.0000,260.6599,277.1198,0.0000,0.0000,
154,-0.18,0.00,0.03,0.26,0.16,0.12,,587.4677,54.6991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3564,51.7860,0.0000,0.0000,421.3590,221.5064,0.0000,0.0000,590.1546,282.6763,0.0000,0.0000,260.6595,277.1198,0.0000,0.0000,
155,0.04,-0.02,0.07,-0.02,-0.13,-0.13,,587.4584,54.6871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3590,51.7802,0.0000,0.0000,421.3659,221.5141,0.0000,0.0000,590.1466,282.6869,0.0000,0.0000,260.6538,277.1072,0.0000,0.0000,
156,-0.14,-0.04,0.10,0.12,0.19,0.07,,587.4671,54.6937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3575,51.7755,0.0000,0.0000,421.3604,221.5067,0.0000,0.0000,590.1506,282.6762,0.0000,0.0000,260.6614,277.1151,0.0000,0.0000,
157,-0.01,0.03,0.01,0.02,-0.03,-0.03,,587.4620,54.6936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3455,51.7855,0.0000,0.0000,421.3698,221.5178,0.0000,0.0000,590.1459,282.6854,0.0000,0.0000,260.6552,277.1152,0.0000,0.0000,
158,-0.05,0.03,0.26,0.23,-0.14,-0.13,,587.4524,54.6851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3563,51.7789,0.0000,0.0000,421.3594,221.4979,0.0000,0.0000,590.1491,282.6901,0.0000,0.0000,260.6617,277.1104,0.0000,0.0000,
159,-0.09,0.09,0.08,0.11,0.17,0.06,,587.4621,54.6995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3563,51.7823,0.0000,0.0000,421.3629,221.5134,0.0000,0.0000,590.1532,282.6850,0.0000,0.0000,260.6515,277.1234,0.0000,0.0000,
160,-0.14,-0.03,0.04,-0.09,0.16,0.16,,587.4568,54.6887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3507,51.7782,0.0000,0.0000,421.3741,221.5179,0.0000,0.0000,590.1521,282.6725,0.0000,0.0000,260.6544,277.1204,0.0000,0.0000,
161,0.03,-0.06,0.14,0.26,0.08,-0.12,,587.4510,54.6956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3518,51.7737,0.0000,0.0000,421.3492,221.4985,0.0000,0.0000,590.1478,282.6838,0.0000,0.0000,260.6535,277.1047,0.0000,0.0000,
162,-0.06,0.02,0.16,0.02,0.11,0.08,,587.4521,54.6879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3480,51.7762,0.0000,0.0000,421.3641,221.5100,0.0000,0.0000,590.1442,282.6794,0.0000,0.0000,260.6559,277.1197,0.0000,0.0000,
163,-0.07,0.04,0.11,0.17,0.23,0.03,,587.4659,54.7003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3524,51.7766,0.0000,0.0000,421.3701,221.5079,0.0000,0.0000,590.1557,282.6831,0.0000,0.0000,260.6492,277.1182,0.0000,0.0000,
164,-0.16,0.09,0.21,0.09,0.21,-0.01,,587.4676,54.6963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3613,51.7714,0.0000,0.0000,421.3629,221.5077,0.0000,0.0000,590.1542,282.6881,0.0000,0.0000,260.6648,277.1195,0.0000,0.0000,
165,0.01,-0.09,0.08,0.29,-0.21,-0.01,,587.4584,54.6842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3523,51.7907,0.0000,0.0000,421.3615,221.4996,0.0000,0.0000,590.1417,282.6771,0.0000,0.0000,260.6559,277.1083,0.0000,0.0000,
166,-0.19,0.12,0.21,0.05,0.06,-0.08,,587.4540,54.6933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3582,51.7750,0.0000,0.0000,421.3600,221.5105,0.0000,0.0000,590.1644,282.6940,0.0000,0.0000,260.6624,277.1183,0.0000,0.0000,
167,0.13,0.08,0.19,0.19,0.10,-0.04,,587.4617,54.6956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3609,51.7773,0.0000,0.0000,421.3560,221.5048,0.0000,0.0000,590.1307,282.6888,0.0000,0.0000,260.6528,277.1176,0.0000,0.0000,
168,-0.19,-0.01,0.02,0.05,0.28,0.05,,587.4585,54.7014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3522,51.7753,0.0000,0.0000,421.3672,221.5145,0.0000,0.0000,590.1595,282.6794,0.0000,0.0000,260.6600,277.1162,0.0000,0.0000,
169,-0.04,0.11,0.12,0.17,0.31,-0.03,,587.4558,54.7078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3519,51.7741,0.0000,0.0000,421.3698,221.5102,0.0000,0.0000,590.1509,282.6909,0.0000,0.0000,260.6531,277.1201,0.0000,0.0000,
170,-0.08,-0.03,0.12,-0.13,0.17,0.05,,587.4620,54.6878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3553,51.7694,0.0000,0.0000,421.3710,221.5153,0.0000,0.0000,590.1464,282.6779,0.0000,0.0000,260.6591,277.1149,0.0000,0.0000,
171,-0.07,-0.02,0.01,-0.02,-0.02,-0.05,,587.4662,54.6917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3668,51.7816,0.0000,0.0000,421.3685,221.5168,0.0000,0.0000,590.1542,282.6833,0.0000,0.0000,260.6557,277.1108,0.0000,0.0000,
172,-0.11,0.04,0.23,-0.03,0.20,0.03,,587.4629,54.6886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3562,51.7673,0.0000,0.0000,421.3649,221.5091,0.0000,0.0000,590.1507,282.6828,0.0000,0.0000,260.6592,277.1184,0.0000,0.0000,
173,-0.08,0.06,0.08,-0.13,-0.24,0.03,,587.4705,54.6787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3559,51.7900,0.0000,0.0000,421.3594,221.5213,0.0000,0.0000,590.1497,282.6848,0.0000,0.0000,260.6559,277.1199,0.0000,0.0000,
174,-0.04,-0.06,0.07,0.23,-0.17,0.00,,587.4620,54.6850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3521,51.7896,0.0000,0.0000,421.3710,221.5034,0.0000,0.0000,590.1510,282.6780,0.0000,0.0000,260.6520,277.1108,0.0000,0.0000,
175,-0.09,0.04,0.19,0.11,0.11,-0.08,,587.4658,54.6941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3560,51.7722,0.0000,0.0000,421.3620,221.5059,0.0000,0.0000,590.1504,282.6884,0.0000,0.0000,260.6641,277.1128,0.0000,0.0000,
176,-0.15,-0.04,0.07,-0.12,-0.19,-0.06,,587.4597,54.6798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3707,51.7821,0.0000,0.0000,421.3556,221.5169,0.0000,0.0000,590.1638,282.6823,0.0000,0.0000,260.6567,277.1091,0.0000,0.0000,
